survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
0,2,male,0.6111619396157365,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,1,female,0.7560231777981092,0,0,0.020494635090094415,S,Second,woman,False,Unknown,Southampton,yes,True,1
0,0,male,0.4205550472705093,0,0,0.4328841690069588,S,First,man,True,C,Southampton,no,True,1
0,2,male,0.5882891125343093,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.3443122903324184,2,1,0.022446505098674838,S,Second,man,True,Unknown,Southampton,no,False,4
1,1,female,0.02409271119243672,1,1,0.050748620223090936,S,Second,child,False,Unknown,Southampton,yes,False,3
0,2,male,0.4205550472705093,0,0,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.2528209820067093,1,1,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,no,False,3
1,2,female,0.4205550472705093,0,2,0.04364049521284362,C,Third,woman,False,Unknown,Cherbourg,yes,False,3
0,2,female,0.4510521500457456,0,0,0.016908073949327893,S,Third,woman,False,Unknown,Southampton,no,True,1
1,1,female,0.1003354681305276,0,2,0.05123658772523604,S,Second,child,False,Unknown,Southampton,yes,False,3
0,0,male,0.6797804208600183,0,0,0.051822148727810165,S,First,man,True,B,Southampton,no,True,1
1,0,female,0.4510521500457456,0,0,0.20772776566317125,C,First,woman,False,Unknown,Cherbourg,yes,True,1
0,2,male,0.4205550472705093,0,0,0.028302115124416098,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.32906373894480023,0,2,0.09661756542473082,C,First,woman,False,B,Cherbourg,yes,False,3
1,0,female,0.5425434583714548,0,2,0.13858277060920987,S,First,woman,False,B,Southampton,yes,False,3
0,2,female,0.13083257090576397,4,2,0.06104473451835265,S,Third,child,False,Unknown,Southampton,no,False,7
0,2,female,0.16132967368100032,4,2,0.06104473451835265,S,Third,child,False,Unknown,Southampton,no,False,7
1,1,male,0.481549252820982,1,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,yes,False,2
0,0,male,0.7560231777981092,1,0,0.20772776566317125,C,First,man,True,C,Cherbourg,no,False,2
0,0,male,0.9695028972247637,0,0,0.050748620223090936,S,First,man,True,Unknown,Southampton,no,True,1
1,1,female,0.2833180847819457,1,0,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,yes,False,2
1,1,male,0.4205550472705093,0,0,0.02705779799394608,C,Second,man,True,Unknown,Cherbourg,yes,True,1
0,2,male,0.49679780420860015,1,1,0.04006213192611313,S,Third,man,True,Unknown,Southampton,no,False,3
1,1,male,0.11558401951814577,1,1,0.07173122281533045,S,Second,child,False,Unknown,Southampton,yes,False,3
1,0,male,0.2528209820067093,0,2,0.21642978772242535,C,First,man,True,C,Cherbourg,yes,False,3
0,1,male,0.4053064958828911,0,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015281580671177828,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,2,male,0.32906373894480023,0,0,0.014102260811993537,C,Third,man,True,Unknown,Cherbourg,yes,True,1
1,2,female,0.32906373894480023,0,0,0.015175789316712771,S,Third,woman,False,Unknown,Southampton,yes,True,1
0,0,male,0.9390057944495274,0,0,0.051822148727810165,S,First,man,True,Unknown,Southampton,no,True,1
1,0,female,0.7255260750228729,1,0,0.07729405233978466,C,First,woman,False,A,Cherbourg,yes,False,2
0,0,male,0.4205550472705093,0,0,0.4440992237022602,C,First,man,True,Unknown,Cherbourg,no,True,1
1,0,female,0.5882891125343093,1,1,0.1554664461834305,S,First,woman,False,E,Southampton,yes,False,3
1,2,female,0.5425434583714548,1,0,0.033962538149299316,S,Third,woman,False,Unknown,Southampton,yes,False,2
0,2,male,0.4205550472705093,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.6035376639219274,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.4205550472705093,0,0,0.026350245115835676,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,0,0,0.015712553569072387,S,Third,woman,False,Unknown,Southampton,no,True,1
0,2,male,0.3595608417200366,2,0,0.04713766070721715,S,Third,man,True,Unknown,Southampton,no,False,3
0,2,male,0.2833180847819457,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.43580359865812746,0,4,0.04113566043083236,S,Third,woman,False,Unknown,Southampton,no,False,5
0,2,male,0.4205550472705093,0,0,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,no,True,1
1,2,male,0.481549252820982,0,0,0.015330377421392339,S,Third,man,True,Unknown,Southampton,yes,True,1
1,1,male,0.9390057944495274,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,yes,True,1
1,0,female,0.8017688319609637,2,0,0.10048070654571319,S,First,woman,False,C,Southampton,yes,False,3
1,0,male,0.5425434583714548,0,0,0.051504969851415845,S,First,man,True,E,Southampton,yes,True,1
1,2,female,0.4205550472705093,0,0,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
0,2,male,0.2375724306190912,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.2833180847819457,0,0,0.028302115124416098,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.5120463555962184,0,0,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,yes,True,1
1,0,female,0.5882891125343093,1,0,0.1091095334796455,S,First,woman,False,E,Southampton,yes,False,2
0,2,female,0.4205550472705093,1,0,0.028220722145058292,C,Third,woman,False,Unknown,Cherbourg,no,False,2
1,2,male,0.481549252820982,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,yes,True,1
1,1,female,0.37480939310765476,1,1,0.05855610025741262,S,Second,woman,False,Unknown,Southampton,yes,False,3
1,0,female,0.5882891125343093,1,1,0.21642978772242535,C,First,woman,False,C,Cherbourg,yes,False,3
0,1,male,0.8170173833485819,0,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,True,1
0,0,male,0.5425434583714548,0,0,0.07831878409428937,C,First,man,True,A,Cherbourg,no,True,1
0,2,male,0.4205550472705093,0,0,0.017005667449756914,C,Third,man,True,Unknown,Cherbourg,no,True,1
1,0,female,0.26806953339432754,0,2,0.1554664461834305,S,First,woman,False,E,Southampton,yes,False,3
0,1,male,0.7102775236352546,0,0,0.02927805012870631,S,Second,man,True,Unknown,Southampton,no,True,1
1,0,male,0.9085086916742909,1,1,0.15458810467956932,C,First,man,True,B,Cherbourg,yes,False,3
0,2,male,0.32906373894480023,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.5272949069838365,0,0,0.013907073811135496,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.7865202805733456,1,0,0.1527664244005612,C,First,woman,False,D,Cherbourg,yes,False,2
0,2,male,0.7102775236352546,0,0,0.014151057562208049,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,0,2,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,no,False,3
0,1,male,0.557792009759073,1,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,False,2
0,2,male,0.5425434583714548,1,1,0.04713766070721715,S,Third,man,True,Unknown,Southampton,no,False,3
1,1,female,0.4205550472705093,0,0,0.06441171028315387,S,Second,woman,False,Unknown,Southampton,yes,True,1
0,2,male,0.7407746264104911,0,0,0.0,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.014102260811993537,C,Third,man,True,Unknown,Cherbourg,no,True,1
1,0,male,0.7407746264104911,1,0,0.11111839809247648,C,First,man,True,A,Cherbourg,yes,False,2
1,1,female,0.3595608417200366,2,1,0.05270049023167135,S,Second,woman,False,Unknown,Southampton,yes,False,4
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.4205550472705093,0,0,0.08275928836380983,S,First,man,True,Unknown,Southampton,no,True,1
0,2,male,0.6645318694724002,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,male,0.5272949069838365,0,0,0.051822148727810165,C,First,man,True,Unknown,Cherbourg,yes,True,1
0,2,male,0.5425434583714548,1,0,0.030351578633425542,S,Third,man,True,Unknown,Southampton,no,False,2
0,2,male,0.4510521500457456,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,male,0.4053064958828911,0,0,0.05953203526170282,S,First,man,True,Unknown,Southampton,yes,True,1
1,1,female,0.32906373894480023,1,2,0.08115719346076702,C,Second,woman,False,Unknown,Cherbourg,yes,False,4
1,0,female,0.6035376639219274,0,0,0.2995388511917728,S,First,woman,False,C,Southampton,yes,True,1
0,2,female,0.5882891125343093,1,5,0.06104473451835265,S,Third,woman,False,Unknown,Southampton,no,False,7
0,2,male,0.4205550472705093,0,0,0.013760683560491965,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,female,0.4205550472705093,1,0,0.030253985132996517,Q,Third,woman,False,Unknown,Queenstown,yes,False,2
0,2,male,0.4205550472705093,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.5272949069838365,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.3595608417200366,1,2,0.12687155055772734,S,Second,woman,False,Unknown,Southampton,yes,False,4
0,2,male,0.5120463555962184,1,1,0.028106928123558056,S,Third,man,True,Unknown,Southampton,no,False,3
0,2,female,0.3900579444952729,1,0,0.031425107138144774,S,Third,woman,False,Unknown,Southampton,no,False,2
1,1,female,0.05458981396767307,2,1,0.07612293033463641,S,Second,child,False,F,Southampton,yes,False,4
0,1,male,0.3900579444952729,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4053064958828911,1,0,0.028212719478023115,C,Third,man,True,Unknown,Cherbourg,no,False,2
1,0,male,0.6340347666971639,1,0,0.10257896680493714,S,First,man,True,D,Southampton,yes,False,2
1,2,male,0.29856663616956386,1,1,0.030725752114070404,C,Third,man,True,Unknown,Cherbourg,yes,False,3
0,2,male,0.3138151875571821,0,0,0.015330377421392339,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.3138151875571821,0,0,0.031425107138144774,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.9237572430619092,0,0,0.06308600017332605,S,First,man,True,D,Southampton,no,True,1
0,1,male,0.8627630375114365,0,0,0.024105594605968193,Q,Second,man,True,Unknown,Queenstown,no,True,1
1,0,female,0.3138151875571821,0,0,0.15216446768991498,S,First,woman,False,D,Southampton,yes,True,1
0,2,male,0.3900579444952729,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015094396337354966,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.7712717291857274,0,0,0.013768881414528002,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,male,0.481549252820982,0,0,0.05953203526170282,C,First,man,True,B,Cherbourg,yes,True,1
0,0,male,0.4205550472705093,0,0,0.0,S,First,man,True,Unknown,Southampton,no,True,1
0,2,female,0.13083257090576397,3,2,0.05445717323939373,S,Third,child,False,Unknown,Southampton,no,False,6
1,1,female,0.4205550472705093,0,0,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,yes,True,1
0,2,male,0.481549252820982,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.46630070143336383,1,1,0.05123658772523604,S,Second,man,True,Unknown,Southampton,no,False,3
0,2,female,0.6187862153095456,0,5,0.07746484096553544,S,Third,woman,False,Unknown,Southampton,no,False,6
0,2,male,0.4205550472705093,1,0,0.031425107138144774,S,Third,man,True,Unknown,Southampton,no,False,2
0,2,male,0.29856663616956386,0,0,0.015330377421392339,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.3595608417200366,0,0,0.13526459159462315,C,First,woman,False,B,Cherbourg,yes,True,1
0,2,female,0.02409271119243672,3,2,0.05445717323939373,S,Third,child,False,Unknown,Southampton,no,False,6
1,2,male,0.4205550472705093,0,0,0.11027245763075773,S,Third,man,True,Unknown,Southampton,yes,True,1
1,2,female,0.005032021957913999,2,1,0.03758969818624431,C,Third,child,False,Unknown,Cherbourg,yes,False,4
1,0,male,0.7255260750228729,1,0,0.1497654242623688,C,First,man,True,D,Cherbourg,yes,False,2
0,2,male,0.2833180847819457,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,male,0.8475144861238183,0,0,0.06929138530460494,C,First,man,True,A,Cherbourg,yes,True,1
0,2,male,0.4205550472705093,0,0,0.014736618564782174,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,female,0.3443122903324184,0,0,0.014736618564782174,S,Third,woman,False,Unknown,Southampton,yes,True,1
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.26806953339432754,0,1,0.044893010197349675,S,Second,woman,False,Unknown,Southampton,yes,False,2
0,2,male,0.3138151875571821,0,0,0.01646070534336126,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,female,0.4205550472705093,0,0,0.015281580671177828,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
0,2,female,0.26806953339432754,0,0,0.013175122557917838,Q,Third,woman,False,Unknown,Queenstown,no,True,1
0,1,male,0.3595608417200366,2,0,0.1434624456306609,S,Second,man,True,Unknown,Southampton,no,False,3
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.481549252820982,1,1,0.030253985132996517,Q,Third,woman,False,Unknown,Queenstown,no,False,3
0,1,male,0.3443122903324184,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,0,male,0.8780115888990546,0,2,0.22109807522194713,C,First,man,True,D,Cherbourg,no,False,3
1,0,male,0.7560231777981092,2,0,0.2608674266467732,S,First,man,True,Unknown,Southampton,yes,False,3
0,2,male,0.6035376639219274,0,0,0.014102260811993537,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,0,male,0.7102775236352546,0,0,0.04994347384455151,S,First,man,True,E,Southampton,no,True,1
0,2,male,0.5425434583714548,0,0,0.014630827210317117,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,male,0.29856663616956386,1,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,yes,False,2
0,1,male,0.481549252820982,2,0,0.1434624456306609,S,Second,man,True,Unknown,Southampton,no,False,3
0,1,male,0.37480939310765476,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.649283318084782,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.4205550472705093,1,0,0.10149724044618187,S,First,woman,False,C,Southampton,yes,False,2
1,1,female,0.6035376639219274,1,1,0.07612293033463641,S,Second,woman,False,Unknown,Southampton,yes,False,3
0,0,male,0.46630070143336383,1,0,0.10149724044618187,S,First,man,True,B,Southampton,no,False,2
1,1,male,0.46630070143336383,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,yes,True,1
0,1,male,0.4205550472705093,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.26806953339432754,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.3671851174138457,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,female,0.26806953339432754,0,0,0.019209719063445922,S,Third,woman,False,Unknown,Southampton,yes,True,1
0,2,female,0.649283318084782,1,6,0.09154270340242172,S,Third,woman,False,Unknown,Southampton,no,False,8
1,0,male,0.5425434583714548,0,1,1.0,C,First,man,True,B,Cherbourg,yes,False,2
0,2,female,0.4205550472705093,0,0,0.01588334219482317,Q,Third,woman,False,Unknown,Queenstown,no,True,1
1,0,male,0.4053064958828911,0,0,0.1497654242623688,C,First,man,True,D,Cherbourg,yes,True,1
0,2,male,0.29856663616956386,0,0,0.01800600082915438,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.20707532784385485,5,2,0.09154270340242172,S,Third,child,False,Unknown,Southampton,no,False,8
0,1,male,0.9085086916742909,1,1,0.07612293033463641,S,Second,man,True,Unknown,Southampton,no,False,3
0,1,male,0.37480939310765476,1,2,0.08115719346076702,C,Second,man,True,Unknown,Cherbourg,no,False,4
0,2,male,0.20707532784385485,4,1,0.07746484096553544,S,Third,child,False,Unknown,Southampton,no,False,6
0,2,male,0.2833180847819457,0,0,0.019852079483269742,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.26806953339432754,0,0,0.015216388212891242,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.222323879231473,0,1,0.41250332793836464,S,First,child,False,B,Southampton,yes,False,2
1,0,male,0.46630070143336383,1,0,0.11125659048908397,S,First,man,True,B,Southampton,yes,False,2
1,2,female,0.05458981396767307,0,1,0.026187654344120927,C,Third,child,False,Unknown,Cherbourg,yes,False,2
1,2,male,0.4205550472705093,0,0,0.11027245763075773,S,Third,man,True,Unknown,Southampton,yes,True,1
0,2,male,0.37480939310765476,0,0,0.014102260811993537,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,0,male,0.9085086916742909,0,0,0.051822148727810165,S,First,man,True,Unknown,Southampton,no,True,1
0,1,male,0.7865202805733456,0,0,0.026350245115835676,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.6645318694724002,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,female,0.4205550472705093,0,0,0.015094396337354966,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
0,0,male,0.7407746264104911,1,1,0.21642978772242535,C,First,man,True,C,Cherbourg,no,False,3
0,2,male,0.6340347666971639,0,0,0.014931805565640218,S,Third,man,True,F,Southampton,no,True,1
1,0,female,0.26806953339432754,1,0,0.4440992237022602,C,First,woman,False,C,Cherbourg,yes,False,2
1,0,male,0.5272949069838365,0,0,0.05130978285055781,S,First,man,True,E,Southampton,yes,True,1
0,2,female,0.26806953339432754,0,1,0.028212719478023115,C,Third,woman,False,Unknown,Cherbourg,no,False,2
0,2,male,0.37480939310765476,0,0,0.015110792045427042,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.3900579444952729,1,0,0.015330377421392339,S,Third,man,True,Unknown,Southampton,no,False,2
0,1,male,0.5882891125343093,0,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,True,1
1,1,female,0.6797804208600183,0,0,0.026350245115835676,S,Second,woman,False,Unknown,Southampton,yes,True,1
1,0,male,0.6340347666971639,0,0,0.05130978285055781,S,First,man,True,E,Southampton,yes,True,1
1,0,female,0.32906373894480023,0,0,0.29580589980036276,S,First,woman,False,Unknown,Southampton,yes,True,1
1,2,male,0.4205550472705093,1,1,0.029757819776815374,C,Third,man,True,Unknown,Cherbourg,yes,False,3
1,0,female,0.3595608417200366,0,0,0.09662576327876685,C,First,woman,False,C,Cherbourg,yes,True,1
0,0,male,0.4205550472705093,0,0,0.051822148727810165,S,First,man,True,C,Southampton,no,True,1
1,0,male,0.7255260750228729,1,0,0.10149724044618187,S,First,man,True,C,Southampton,yes,False,2
0,2,male,0.43580359865812746,0,0,0.018510168852370702,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.7865202805733456,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.2833180847819457,0,0,0.014931805565640218,S,Third,man,True,F,Southampton,no,True,1
1,0,female,0.5730405611466911,0,0,0.4440992237022602,C,First,woman,False,C,Cherbourg,yes,True,1
1,1,female,0.4053064958828911,0,0,0.020494635090094415,S,Second,woman,False,E,Southampton,yes,True,1
0,2,male,0.4205550472705093,0,0,0.030253985132996517,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.49679780420860015,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.08508691674290943,0,1,0.06441171028315387,S,Second,child,False,Unknown,Southampton,yes,False,2
0,2,male,0.2528209820067093,1,0,0.013768881414528002,S,Third,man,True,Unknown,Southampton,no,False,2
0,1,male,0.5120463555962184,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,1,male,0.7560231777981092,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
1,0,male,0.4053064958828911,1,0,0.10364429745562033,S,First,man,True,E,Southampton,yes,False,2
0,2,male,0.29856663616956386,0,0,0.016908073949327893,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.4510521500457456,3,0,0.04098927018018883,S,Second,woman,False,Unknown,Southampton,yes,False,4
1,2,female,0.4205550472705093,0,0,0.015102594191391004,Q,Third,woman,False,Unknown,Queenstown,yes,True,1
0,1,male,0.37480939310765476,1,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,False,2
0,2,female,0.37480939310765476,1,0,0.015468569817999833,S,Third,woman,False,Unknown,Southampton,no,False,2
1,0,female,0.43580359865812746,0,0,0.41250332793836464,S,First,woman,False,B,Southampton,yes,True,1
0,2,male,0.16132967368100032,0,0,0.036670757786204655,C,Third,child,False,Unknown,Cherbourg,no,True,1
0,1,male,0.4205550472705093,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,1
0,1,male,0.3443122903324184,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,1,male,0.3443122903324184,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4281793229643184,0,0,0.031425107138144774,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.7255260750228729,1,3,0.06709553154495196,S,Third,woman,False,Unknown,Southampton,no,False,5
1,0,male,0.5272949069838365,0,0,1.0,C,First,man,True,B,Cherbourg,yes,True,1
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,male,0.4205550472705093,0,0,0.05855610025741262,S,First,man,True,D,Southampton,yes,True,1
0,0,male,0.5425434583714548,1,0,0.15390495017656614,S,First,man,True,C,Southampton,no,False,2
1,0,female,0.3138151875571821,2,2,0.5121218935012878,C,First,woman,False,B,Cherbourg,yes,False,5
0,2,male,0.3595608417200366,1,0,0.031425107138144774,S,Third,man,True,Unknown,Southampton,no,False,2
1,2,male,0.46630070143336383,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,yes,True,1
0,2,male,0.2375724306190912,1,1,0.03952536767375352,S,Third,man,True,Unknown,Southampton,no,False,3
1,1,female,0.4510521500457456,0,0,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,yes,True,1
0,0,male,0.2833180847819457,1,0,0.10364429745562033,S,First,man,True,D,Southampton,no,False,2
0,2,male,0.46630070143336383,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,1,female,0.05458981396767307,1,1,0.044893010197349675,S,Second,child,False,Unknown,Southampton,yes,False,3
1,2,male,0.08508691674290943,0,1,0.024349578357040744,S,Third,child,False,E,Southampton,yes,False,2
0,2,male,0.49679780420860015,0,0,0.018542765081513996,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.3443122903324184,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.7255260750228729,1,2,0.12687155055772734,S,Second,woman,False,Unknown,Southampton,yes,False,4
1,1,male,0.003812137846904545,1,1,0.028302115124416098,S,Second,child,False,Unknown,Southampton,yes,False,3
0,2,male,0.4205550472705093,0,0,0.015216388212891242,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.26806953339432754,0,0,0.022446505098674838,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.5120463555962184,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.49679780420860015,0,0,0.16883675574220638,S,First,woman,False,B,Southampton,yes,True,1
0,2,male,0.4205550472705093,0,0,0.028302115124416098,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.6187862153095456,0,0,0.013907073811135496,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,male,0.29856663616956386,0,0,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,yes,True,1
1,0,female,0.5425434583714548,1,2,0.23422440102965048,S,First,woman,False,B,Southampton,yes,False,4
0,2,male,0.2375724306190912,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.7712717291857274,1,0,0.15216446768991498,S,First,woman,False,D,Southampton,yes,False,2
0,0,male,0.4205550472705093,0,0,0.07729405233978466,C,First,man,True,Unknown,Cherbourg,no,True,1
0,2,female,0.45867642573955475,0,0,0.015126992566498259,Q,Third,woman,False,Unknown,Queenstown,no,True,1
0,2,male,0.4205550472705093,1,0,0.04713766070721715,Q,Third,man,True,Unknown,Queenstown,no,False,2
0,2,male,0.481549252820982,0,0,0.016322512946753766,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.3595608417200366,0,0,0.018542765081513996,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.7255260750228729,0,0,0.015330377421392339,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,female,0.8627630375114365,0,0,0.020494635090094415,S,Second,woman,False,E,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.014102260811993537,C,Third,man,True,Unknown,Cherbourg,no,True,1
1,1,female,0.8170173833485819,1,3,0.044893010197349675,S,Second,woman,False,Unknown,Southampton,yes,False,5
0,2,male,0.26806953339432754,0,0,0.015126992566498259,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015126992566498259,Q,Third,man,True,F,Queenstown,no,True,1
1,2,female,0.06983836535529124,0,0,0.024349578357040744,S,Third,child,False,Unknown,Southampton,yes,True,1
0,2,male,0.4205550472705093,0,0,0.015102594191391004,Q,Third,man,True,Unknown,Queenstown,no,True,1
1,0,female,0.649283318084782,0,1,0.41250332793836464,S,First,woman,False,B,Southampton,yes,False,2
1,2,female,0.19182677645623666,0,0,0.014110458666029575,C,Third,child,False,Unknown,Cherbourg,yes,True,1
1,0,female,0.2528209820067093,1,0,0.11125659048908397,S,First,woman,False,B,Southampton,yes,False,2
0,0,male,0.43580359865812746,0,0,0.05855610025741262,S,First,man,True,D,Southampton,no,True,1
0,2,male,0.4205550472705093,1,2,0.04577135170121086,S,Third,man,True,Unknown,Southampton,no,False,4
0,2,male,0.37480939310765476,0,0,0.013760683560491965,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.37480939310765476,0,0,0.014151057562208049,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,female,0.26806953339432754,0,0,0.014630827210317117,S,Third,woman,False,Unknown,Southampton,yes,True,1
0,2,male,0.11558401951814577,4,1,0.05684821399990475,Q,Third,child,False,Unknown,Queenstown,no,False,6
1,2,male,0.008844159804818542,1,2,0.04015972542654215,S,Third,child,False,Unknown,Southampton,yes,False,4
0,0,male,0.6950289722476365,0,0,0.15458810467956932,C,First,man,True,B,Cherbourg,no,True,1
